0	--help	Usage: opta [options] [command] Agentic AI coding CLI powered by local LLMs Options: -V, --version output the version number -v, --verbose detailed output --debug debug info including API calls -h, --help display help for command Commands: 
0	onboard --help	Usage: opta onboard [options] Run guided first-run setup wizard Options: -h, --help display help for command
0	chat --help	Usage: opta chat [options] Start an interactive AI chat session Options: -r, --resume <id> resume a previous session --plan plan mode — read-only, design implementation approach --review code review mode — read-only, structured review outpu
0	tui --help	Usage: opta tui [options] Start full-screen terminal UI (alias for `opta chat --tui`) Options: -r, --resume <id> resume a previous session --plan plan mode — read-only, design implementation approach --review code review mode — read-only, s
0	do --help	Usage: opta do [options] <task...> Execute a coding task using the agent loop Options: -m, --model <name> use specific model for this task --device <host[:port]> target LLM network device host (optionally with port) -f, --format <type> outp
0	embed --help	Usage: opta embed [options] <text...> Create embeddings via Opta LMX helper nodes Options: -m, --model <id> embedding model id --device <host[:port]> target LLM network device host (optionally with port) --remote use configured remote conne
0	rerank --help	Usage: opta rerank [options] <query...> Rerank candidate documents via Opta LMX Options: -d, --documents <docs> pipe-separated documents, e.g. "doc1|doc2|doc3" -m, --model <id> reranker model id --device <host[:port]> target LLM network dev
0	benchmark --help	Usage: opta benchmark [options] Generate Opta benchmark suite apps (landing, chess, AI-news research) Options: -o, --output <dir> output directory (default: ./apps/opta-benchmark-suite) --query <text> override AI news research query --words
0	status --help	Usage: opta status [options] Check Opta LMX server health and loaded models Options: --device <host[:port]> target LLM network device host (optionally with port) --remote use configured remote connection host (alias for --device from config
0	models --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	env --help	Usage: opta env [options] [action] [name] Manage named environment profiles Arguments: action list | show | save | use | delete name profile name Options: --host <host> override connection host when saving --port <port> override connection 
0	config --help	Usage: opta config [options] [action] [key] [value] Manage configuration Arguments: action get | set | list | reset | menu key config key value config value Options: --json output as JSON -h, --help display help for command
0	sessions --help	Usage: opta sessions [options] [action] [id] Manage chat sessions Arguments: action resume | delete | export | search id session id or search query Options: --json machine-readable output --model <name> filter by model name --source <mode> 
0	init --help	Usage: opta init [options] Initialize OPIS project intelligence docs Options: -y, --yes skip prompts, use defaults (CI mode) --force overwrite existing APP.md -h, --help display help for command
0	diff --help	Usage: opta diff [options] Show changes made in a session (V2) Options: -s, --session <id> session to diff -h, --help display help for command
0	serve --help	Usage: opta serve [options] [action] Manage the remote Opta LMX inference server Arguments: action start | stop | restart | logs (default: status) Options: --json machine-readable output -h, --help display help for command
0	update --help	Usage: opta update [options] Update Opta components (CLI, LMX, Plus; optional Web) on local/remote targets Options: -c, --components <list> comma-separated components: cli,lmx,plus,web (default: cli,lmx,plus) -t, --target <mode> target mode
0	server --help	Usage: opta server [options] Start an HTTP API server for non-interactive use Options: -p, --port <port> server port (default: "3456") --host <host> server bind address (default: "127.0.0.1") -m, --model <name> override default model -h, --
0	doctor --help	Usage: opta doctor [options] Check Opta setup, inference auth, and host failover Options: --json machine-readable output -f, --format <type> output format (text, json) -h, --help display help for command
0	completions --help	Usage: opta completions [options] <shell> Generate shell completions (bash/zsh/fish) Options: -h, --help display help for command
0	account --help	Usage: opta account [options] [command] Manage Supabase-native account authentication Options: -h, --help display help for command Commands: signup [options] Create an account using email or phone + password login [options] Log in with emai
0	account signup --help	Usage: opta account signup [options] Create an account using email or phone + password Options: --identifier <emailOrPhone> email or phone --name <name> display name --json machine-readable output -h, --help display help for command
0	account login --help	Usage: opta account login [options] Log in with email or phone + password Options: --identifier <emailOrPhone> email or phone --json machine-readable output -h, --help display help for command
0	account status --help	Usage: opta account status [options] Show local account session status Options: --json machine-readable output -h, --help display help for command
0	account logout --help	Usage: opta account logout [options] Log out and clear local account session Options: --json machine-readable output -h, --help display help for command
0	key --help	Usage: opta key [options] [command] Manage Opta inference API keys for OpenAI-compatible clients Options: -h, --help display help for command Commands: create [options] Create or rotate inference API key and sync to Studio LMX show [options
0	key create --help	Usage: opta key create [options] Create or rotate inference API key and sync to Studio LMX Options: --value <key> use explicit key value instead of generating one --no-remote skip syncing key to Studio LMX config --no-copy skip copying key 
0	key show --help	Usage: opta key show [options] Show current inference API key (masked by default) Options: --reveal print full key value --copy copy key to clipboard --json machine-readable output -h, --help display help for command
0	key copy --help	Usage: opta key copy [options] Copy current inference API key to clipboard Options: --json machine-readable output -h, --help display help for command
0	mcp --help	Usage: opta mcp [options] [command] Manage MCP (Model Context Protocol) servers Options: -h, --help display help for command Commands: list [options] Show configured MCP servers add [options] <name> <command> Add a stdio MCP server add-play
0	mcp list --help	Usage: opta mcp list [options] Show configured MCP servers Options: --json machine-readable output -h, --help display help for command
0	mcp add --help	Usage: opta mcp add [options] <name> <command> Add a stdio MCP server Options: --env <pairs> environment variables (KEY=VAL,KEY2=VAL2) -h, --help display help for command
0	mcp add-playwright --help	Usage: opta mcp add-playwright [options] Add a Playwright MCP server using browser config defaults Options: --name <name> server name (default: playwright) --mode <mode> browser mode: isolated|attach --command <command> command runner (defa
0	mcp remove --help	Usage: opta mcp remove [options] <name> Remove an MCP server Options: -h, --help display help for command
0	mcp test --help	Usage: opta mcp test [options] <name> Test connection to an MCP server Options: -h, --help display help for command
0	daemon --help	Usage: opta daemon [options] [command] Manage Opta Level 3 daemon runtime Options: -h, --help display help for command Commands: start [options] Start daemon in background (or attach if already running) run [options] Run daemon in foregroun
0	daemon start --help	Usage: opta daemon start [options] Start daemon in background (or attach if already running) Options: --host <host> bind host (default: "127.0.0.1") --port <port> preferred port (default: "9999") --json machine-readable output -h, --help di
0	daemon run --help	Usage: opta daemon run [options] Run daemon in foreground (internal) Options: --host <host> bind host (default: "127.0.0.1") --port <port> preferred port (default: "9999") --token <token> daemon session token --model <name> model override f
0	daemon stop --help	Usage: opta daemon stop [options] Stop daemon Options: -h, --help display help for command
0	daemon status --help	Usage: opta daemon status [options] Show daemon status Options: --json machine-readable output -h, --help display help for command
0	daemon logs --help	Usage: opta daemon logs [options] Show daemon logs Options: --json machine-readable output -h, --help display help for command
0	keychain --help	Usage: opta keychain [options] [command] Manage API keys in the OS secure keychain (macOS Keychain / Linux secret-tool) Options: -h, --help display help for command Commands: status Show keychain availability and stored key presence set-ant
0	keychain status --help	Usage: opta keychain status [options] Show keychain availability and stored key presence Options: -h, --help display help for command
0	keychain set-anthropic --help	Usage: opta keychain set-anthropic [options] <key> Store an Anthropic API key in the OS keychain Options: -h, --help display help for command
0	keychain set-lmx --help	Usage: opta keychain set-lmx [options] <key> Store an LMX API key in the OS keychain Options: -h, --help display help for command
0	keychain delete-anthropic --help	Usage: opta keychain delete-anthropic [options] Remove the Anthropic API key from the OS keychain Options: -h, --help display help for command
0	keychain delete-lmx --help	Usage: opta keychain delete-lmx [options] Remove the LMX API key from the OS keychain Options: -h, --help display help for command
0	models help	Model Commands opta models interactive manager (TTY) or list opta models list list loaded models opta models history show recent model activity opta models manage open interactive model manager opta models use [name] switch default (fuzzy +
0	models list --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models manage --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models interactive --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models ui --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models dashboard --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models aliases --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models alias --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models unalias --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models use --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models info --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models load --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models unload --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models stop --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models swap --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models history --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models download --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models delete --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models remove --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models benchmark --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models bench --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models predictor --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models helpers --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models quantize --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models agents --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models skills --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models rag --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models health --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
0	models scan --help	Usage: opta models [options] [action] [args...] List and manage loaded models Arguments: action list | manage | dashboard | scan | use | info | load | unload | stop | swap | alias | aliases | unalias | download | delete | benchmark | predic
